年度/Year,月份/Month,能源別/Energy Type,發電站名稱/Station Name,發電量(度)/Power Generation(kWh)
2024,11,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,82143
2024,11,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,60091
2024,11,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,15145
2024,11,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,18001
2024,11,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,270558
2024,11,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,517263
2024,11,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,17871
2024,11,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,9073032
2024,11,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,23557
2024,11,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,71468
2024,11,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,16255997
2024,11,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,544640
2024,11,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,156092
2024,11,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,354112
2024,11,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,43571
2024,11,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,57969
2024,11,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,58339
2024,11,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,168154
2024,11,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,309158
2024,11,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,20930
2024,11,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,58742
2024,11,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,32405
2024,11,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,20962
2024,11,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,4168
2024,11,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,4854
2024,11,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",18705
2024,11,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,2109
2024,11,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,91797
2024,11,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,58928
2024,11,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,18749
2024,11,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,30970
2024,11,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3041
2024,11,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,42844
2024,11,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,8021
2024,11,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,6389
2024,11,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,61508
2024,11,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,2811
2024,11,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,20999
2024,11,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,26883
2024,11,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,3731
2024,11,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,30850
2024,11,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,1689
2024,11,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,0
2024,11,地熱/Geothermal,仁澤地熱/Renze Geothermal,33926
2024,12,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,861591
2024,12,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,2307343
2024,12,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,2988267
2024,12,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,16320018
2024,12,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,3706664
2024,12,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,2447443
2024,12,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,12878678
2024,12,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,563770
2024,12,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,33597328
2024,12,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,9412188
2024,12,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,4023838
2024,12,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,11827031
2024,12,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,5958313
2024,12,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,1667246
2024,12,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,-
2024,12,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,1747147
2024,12,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,1312371
2024,12,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,3766438
2024,12,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,45586917
2024,12,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,72254
2024,12,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,52481
2024,12,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,12545
2024,12,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,15766
2024,12,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,285941
2024,12,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,548924
2024,12,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,17676
2024,12,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,7859212
2024,12,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,23539
2024,12,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,60111
2024,12,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,14778352
2024,12,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,496915
2024,12,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,141116
2024,12,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,338295
2024,12,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,44974
2024,12,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,61173
2024,12,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,53840
2024,12,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,169313
2024,12,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,271809
2024,12,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,19218
2024,12,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,62846
2024,12,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,37029
2024,12,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,20853
2024,12,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,4174
2024,12,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,4653
2024,12,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",17293
2024,12,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,1405
2024,12,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,69139
2024,12,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,49238
2024,12,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,16676
2024,12,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,24605
2024,12,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3186
2024,12,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,40555
2024,12,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,8425
2024,12,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,6370
2024,12,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,60564
2024,12,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,2770
2024,12,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,21257
2024,12,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,25778
2024,12,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,3739
2024,12,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,33608
2024,12,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,1537
2024,12,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,0
2024,12,地熱/Geothermal,仁澤地熱/Renze Geothermal,346307
2025,01,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,628923
2025,01,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,2019125
2025,01,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,2197342
2025,01,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,12817760
2025,01,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,2230470
2025,01,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,2353778
2025,01,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,11222845
2025,01,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,554960
2025,01,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,31416637
2025,01,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,9567925
2025,01,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,3907573
2025,01,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,8732345
2025,01,陸域風力/Onshore Wind,雲林台西風力發電站/Yunlin Taixi Wind Power,2287849
2025,01,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,6460138
2025,01,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,1917272
2025,01,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,-
2025,01,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,1744464
2025,01,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,1297846
2025,01,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,4976213
2025,01,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,46848526
2025,01,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,95958
2025,01,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,67995
2025,01,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,15077
2025,01,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,19392
2025,01,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,299350
2025,01,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,545522
2025,01,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,17619
2025,01,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,9212677
2025,01,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,25385
2025,01,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,60345
2025,01,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,16681561
2025,01,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,557502
2025,01,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,163005
2025,01,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,398987
2025,01,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,46082
2025,01,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,62822
2025,01,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,58541
2025,01,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,170459
2025,01,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,286101
2025,01,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,22658
2025,01,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,71372
2025,01,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,53845
2025,01,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,22682
2025,01,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,4697
2025,01,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,6422
2025,01,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",21834
2025,01,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,2489
2025,01,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,89438
2025,01,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,63318
2025,01,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,22432
2025,01,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,29768
2025,01,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3182
2025,01,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,62727
2025,01,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,8456
2025,01,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,5831
2025,01,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,62060
2025,01,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,3059
2025,01,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,23204
2025,01,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,28500
2025,01,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,3986
2025,01,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,34258
2025,01,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,1545
2025,01,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,0
2025,01,太陽能/Solar,金門酒廠太陽光電/Kinmen Kaoliang Liquor Inc. Solars,95269
2025,01,地熱/Geothermal,仁澤地熱/Renze Geothermal,347756
2025,02,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,527760
2025,02,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,1810888
2025,02,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,2042749
2025,02,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,10808627
2025,02,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,2370496
2025,02,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,1922528
2025,02,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,9586223
2025,02,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,453742
2025,02,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,24544039
2025,02,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,8528179
2025,02,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,3606205
2025,02,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,6135820
2025,02,陸域風力/Onshore Wind,雲林台西風力發電站/Yunlin Taixi Wind Power,1570610
2025,02,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,5405883
2025,02,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,1595161
2025,02,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,-
2025,02,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,2122228
2025,02,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,1141910
2025,02,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,4202998
2025,02,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,45673572
2025,02,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,95958
2025,02,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,67995
2025,02,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,15077
2025,02,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,19392
2025,02,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,299350
2025,02,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,545522
2025,02,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,17619
2025,02,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,9212677
2025,02,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,25385
2025,02,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,60345
2025,02,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,16681561
2025,02,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,557502
2025,02,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,163005
2025,02,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,398987
2025,02,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,46082
2025,02,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,62822
2025,02,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,58541
2025,02,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,170459
2025,02,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,286101
2025,02,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,22658
2025,02,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,71372
2025,02,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,53845
2025,02,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,22682
2025,02,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,4697
2025,02,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,6422
2025,02,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",21834
2025,02,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,2489
2025,02,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,89438
2025,02,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,63318
2025,02,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,22432
2025,02,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,29768
2025,02,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3182
2025,02,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,62727
2025,02,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,8456
2025,02,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,5831
2025,02,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,62060
2025,02,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,3059
2025,02,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,23204
2025,02,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,28500
2025,02,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,3986
2025,02,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,34258
2025,02,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,1545
2025,02,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,0
2025,02,太陽能/Solar,金門酒廠太陽光電/Kinmen Kaoliang Liquor Inc. Solars,95269
2025,02,地熱/Geothermal,仁澤地熱/Renze Geothermal,293356
2025,03,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,334239
2025,03,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,1153848
2025,03,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,1736388
2025,03,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,10171184
2025,03,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,2680092
2025,03,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,1298732
2025,03,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,7680953
2025,03,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,392303
2025,03,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,19048741
2025,03,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,5994722
2025,03,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,2608210
2025,03,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,4823913
2025,03,陸域風力/Onshore Wind,雲林台西風力發電站/Yunlin Taixi Wind Power,2251548
2025,03,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,4206501
2025,03,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,1186647
2025,03,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,-
2025,03,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,1026292
2025,03,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,953088
2025,03,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,2555720
2025,03,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,35390422
2025,03,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,103334
2025,03,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,74389
2025,03,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,14929
2025,03,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,20864
2025,03,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,354074
2025,03,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,628008
2025,03,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,17841
2025,03,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,10960358
2025,03,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,28085
2025,03,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,65215
2025,03,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,19841404
2025,03,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,692274
2025,03,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,197570
2025,03,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,464223
2025,03,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,56577
2025,03,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,86519
2025,03,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,83936
2025,03,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,216788
2025,03,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,388561
2025,03,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,21322
2025,03,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,75784
2025,03,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,50566
2025,03,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,24624
2025,03,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,5047
2025,03,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,6878
2025,03,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",27156
2025,03,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,2616
2025,03,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,97814
2025,03,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,74051
2025,03,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,27162
2025,03,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,32487
2025,03,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3369
2025,03,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,63404
2025,03,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,8930
2025,03,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,7471
2025,03,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,73256
2025,03,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,3635
2025,03,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,29341
2025,03,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,36932
2025,03,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,4850
2025,03,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,46384
2025,03,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,2504
2025,03,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,0
2025,03,太陽能/Solar,金門酒廠太陽光電/Kinmen Kaoliang Liquor Inc. Solars,102755
2025,03,地熱/Geothermal,仁澤地熱/Renze Geothermal,297198
2025,04,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,151418
2025,04,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,307573
2025,04,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,727978
2025,04,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,4877800
2025,04,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,1597960
2025,04,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,261240
2025,04,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,3497595
2025,04,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,149357
2025,04,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,6480860
2025,04,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,2607420
2025,04,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,1242593
2025,04,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,2536738
2025,04,陸域風力/Onshore Wind,雲林台西風力發電站/Yunlin Taixi Wind Power,1131119
2025,04,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,2048497
2025,04,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,852770
2025,04,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,0
2025,04,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,653686
2025,04,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,488630
2025,04,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,1263047
